Chamber_1(kPa),chamber_2(kPa),chamber_3(kPa),chamber_4(kPa),chamber_5(kPa),chamber_6(kPa),time(s)
-0.8825,-1.4227,-0.8825,-1.4227,-1.4227,-1.4227,33.089
-1.125,-1.4227,-1.005,-1.4227,-1.4227,-1.4227,33.115
-1.005,-1.2747,-1.125,-1.2747,-1.2747,-1.2747,33.142
-0.76,-1.2747,-0.6375,-1.2747,-1.2747,-1.2747,33.167
-0.8825,-1.2747,-0.8825,-1.2747,-1.2747,-1.2747,33.193
-0.8825,-1.4227,-0.8825,-1.4227,-1.4227,-1.4227,33.22
-1.125,-1.5677,-1.005,-1.5677,-1.5677,-1.5677,33.247
-1.125,-1.2747,-1.005,-1.2747,-1.2747,-1.2747,33.271
-0.76,-0.83062,-0.6375,-0.83062,-0.83062,-0.83062,33.298
-1.37,-1.2747,-1.005,-1.2747,-1.2747,-1.2747,33.324
-0.8825,-0.83062,-0.8825,-0.83062,-0.83062,-0.83062,33.351
-1.125,-1.1267,-1.005,-1.1267,-1.1267,-1.1267,33.376
-0.8825,-0.83062,-0.76,-0.83062,-0.83062,-0.83062,33.402
-0.76,-1.1267,-0.76,-1.1267,-1.1267,-1.1267,33.429
-1.125,-1.4227,-1.005,-1.4227,-1.4227,-1.4227,33.455
-1.005,-1.1267,-0.8825,-1.1267,-1.1267,-1.1267,33.48
-1.125,-1.2747,-0.76,-1.2747,-1.2747,-1.2747,33.507
-1.005,-1.1267,-0.76,-1.1267,-1.1267,-1.1267,33.533
-0.76,-1.1267,-1.005,-1.1267,-1.1267,-1.1267,33.56
-1.125,-1.5677,-1.2475,-1.5677,-1.5677,-1.5677,33.584
-1.005,-1.1267,-0.8825,-1.1267,-1.1267,-1.1267,33.611
-0.76,-1.2747,-0.6375,-1.2747,-1.2747,-1.2747,33.638
-1.005,-1.1267,-0.8825,-1.1267,-1.1267,-1.1267,33.664
-0.76,-1.1267,-0.8825,-1.1267,-1.1267,-1.1267,33.689
-0.76,-0.97865,-0.6375,-0.97865,-0.97865,-0.97865,33.716
-0.76,-1.1267,-0.76,-1.1267,-1.1267,-1.1267,33.742
-0.76,-1.1267,-0.76,-1.1267,-1.1267,-1.1267,33.769
-1.125,-1.2747,-1.005,-1.2747,-1.2747,-1.2747,33.793
-0.8825,-1.2747,-0.8825,-1.2747,-1.2747,-1.2747,33.82
-1.2475,-1.2747,-1.005,-1.2747,-1.2747,-1.2747,33.847
-0.6375,-0.97865,-0.76,-0.97865,-0.97865,-0.97865,33.873
-0.76,-1.1267,-0.8825,-1.1267,-1.1267,-1.1267,33.898
-1.005,-1.1267,-1.125,-1.1267,-1.1267,-1.1267,33.924
-0.8825,-1.1267,-0.76,-1.1267,-1.1267,-1.1267,33.951
-1.2475,-1.1267,-0.76,-1.1267,-1.1267,-1.1267,33.978
-0.76,-0.97865,-1.005,-0.97865,-0.97865,-0.97865,34.004
-1.125,-0.97865,-1.005,-0.97865,-0.97865,-0.97865,34.029
-0.515,-0.83062,-0.76,-0.83062,-0.83062,-0.83062,34.055
-1.005,-0.97865,-0.76,-0.97865,-0.97865,-0.97865,34.082
-1.2475,-1.4227,-1.4925,-1.4227,-1.4227,-1.4227,34.109
-1.2475,-0.97865,-0.8825,-0.97865,-0.97865,-0.97865,34.133
-0.76,-0.83062,-0.6375,-0.83062,-0.83062,-0.83062,34.16
-0.6375,-0.83062,-0.6375,-0.83062,-0.83062,-0.83062,34.187
-1.125,-1.2747,-1.2475,-1.2747,-1.2747,-1.2747,34.213
-0.8825,-1.1267,-1.005,-1.1267,-1.1267,-1.1267,34.238
-1.125,-1.1267,-0.6375,-1.1267,-1.1267,-1.1267,34.264
-0.6375,-0.6826,-0.3925,-0.6826,-0.6826,-0.6826,34.291
-0.6375,-0.97865,-0.6375,-0.97865,-0.97865,-0.97865,34.318
-0.8825,-0.83062,-0.8825,-0.83062,-0.83062,-0.83062,34.342
-1.005,-1.5677,-1.2475,-1.5677,-1.5677,-1.5677,34.369
